<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;
SPFB.RTS-12.18;1;14.09.2018;14:51;108190,00;108220,00;108170,00;108170,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;14:52;108140,00;108160,00;108140,00;108140,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;14:53;108140,00;108150,00;108140,00;108150,00;122;;;
SPFB.RTS-12.18;1;14.09.2018;14:54;108150,00;108150,00;108130,00;108130,00;37;;;
SPFB.RTS-12.18;1;14.09.2018;14:55;108110,00;108130,00;108110,00;108130,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;14:56;108190,00;108200,00;108150,00;108150,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;14:57;108160,00;108160,00;108140,00;108140,00;20;;;
SPFB.RTS-12.18;1;14.09.2018;14:58;108140,00;108160,00;108120,00;108160,00;15;;;
SPFB.RTS-12.18;1;14.09.2018;14:59;108250,00;108260,00;108240,00;108240,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;15:00;108230,00;108240,00;108220,00;108230,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;15:01;108260,00;108270,00;108170,00;108180,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;15:02;108160,00;108160,00;108140,00;108140,00;12;;;
SPFB.RTS-12.18;1;14.09.2018;15:03;108120,00;108120,00;108120,00;108120,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:04;108130,00;108130,00;108060,00;108120,00;22;;;
SPFB.RTS-12.18;1;14.09.2018;15:05;108130,00;108130,00;108130,00;108130,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:08;108150,00;108150,00;108100,00;108100,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;15:10;108100,00;108100,00;108100,00;108100,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:11;108080,00;108120,00;108080,00;108120,00;67;;;
SPFB.RTS-12.18;1;14.09.2018;15:12;108110,00;108110,00;108090,00;108090,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;15:13;108080,00;108090,00;108080,00;108090,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;15:14;108100,00;108130,00;108100,00;108100,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;15:15;108120,00;108130,00;108120,00;108130,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:16;108110,00;108110,00;108110,00;108110,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;15:19;108140,00;108150,00;108140,00;108150,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:21;108140,00;108140,00;108090,00;108090,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;15:23;108140,00;108140,00;108140,00;108140,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:24;108120,00;108120,00;108100,00;108100,00;27;;;
SPFB.RTS-12.18;1;14.09.2018;15:25;108050,00;108050,00;108030,00;108030,00;41;;;
SPFB.RTS-12.18;1;14.09.2018;15:26;108060,00;108080,00;108010,00;108020,00;72;;;
SPFB.RTS-12.18;1;14.09.2018;15:27;108030,00;108080,00;108030,00;108040,00;21;;;
SPFB.RTS-12.18;1;14.09.2018;15:29;108060,00;108060,00;108060,00;108060,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:30;108000,00;108000,00;107970,00;107970,00;12;;;
SPFB.RTS-12.18;1;14.09.2018;15:31;107980,00;108190,00;107980,00;108170,00;31;;;
SPFB.RTS-12.18;1;14.09.2018;15:32;108090,00;108090,00;108090,00;108090,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;15:33;108140,00;108140,00;108110,00;108110,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;15:34;108150,00;108150,00;108130,00;108130,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;15:36;108120,00;108220,00;108120,00;108220,00;50;;;
SPFB.RTS-12.18;1;14.09.2018;15:37;108220,00;108360,00;108220,00;108300,00;187;;;
SPFB.RTS-12.18;1;14.09.2018;15:38;108220,00;108250,00;108200,00;108230,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;15:40;108290,00;108290,00;108290,00;108290,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:41;108270,00;108280,00;108270,00;108270,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;15:42;108250,00;108260,00;108210,00;108210,00;28;;;
SPFB.RTS-12.18;1;14.09.2018;15:43;108220,00;108280,00;108220,00;108280,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;15:44;108310,00;108310,00;108310,00;108310,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:45;108260,00;108260,00;108210,00;108210,00;37;;;
SPFB.RTS-12.18;1;14.09.2018;15:46;108220,00;108270,00;108220,00;108270,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;15:47;108230,00;108240,00;108230,00;108230,00;13;;;
SPFB.RTS-12.18;1;14.09.2018;15:48;108230,00;108230,00;108230,00;108230,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;15:49;108220,00;108250,00;108220,00;108250,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;15:50;108240,00;108240,00;108240,00;108240,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;15:51;108220,00;108220,00;108220,00;108220,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:52;108170,00;108170,00;108170,00;108170,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:53;108180,00;108180,00;108180,00;108180,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;15:54;108140,00;108140,00;108140,00;108140,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;15:55;108150,00;108150,00;108150,00;108150,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;15:56;108180,00;108180,00;108180,00;108180,00;32;;;
SPFB.RTS-12.18;1;14.09.2018;15:57;108180,00;108180,00;108180,00;108180,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;15:58;108190,00;108240,00;108190,00;108230,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;16:00;108200,00;108200,00;108180,00;108200,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;16:01;108220,00;108240,00;108220,00;108240,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;16:02;108210,00;108300,00;108210,00;108270,00;77;;;
SPFB.RTS-12.18;1;14.09.2018;16:03;108250,00;108250,00;108210,00;108210,00;42;;;
SPFB.RTS-12.18;1;14.09.2018;16:04;108240,00;108240,00;108180,00;108210,00;11;;;
SPFB.RTS-12.18;1;14.09.2018;16:05;108180,00;108180,00;108100,00;108150,00;22;;;
SPFB.RTS-12.18;1;14.09.2018;16:06;108150,00;108180,00;108150,00;108180,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;16:07;108210,00;108250,00;108210,00;108240,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;16:08;108250,00;108290,00;108230,00;108230,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;16:09;108250,00;108250,00;108240,00;108240,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;16:10;108240,00;108240,00;108240,00;108240,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;16:11;108260,00;108260,00;108210,00;108210,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;16:12;108230,00;108360,00;108230,00;108340,00;28;;;
SPFB.RTS-12.18;1;14.09.2018;16:13;108370,00;108370,00;108280,00;108340,00;52;;;
SPFB.RTS-12.18;1;14.09.2018;16:14;108340,00;108340,00;108320,00;108320,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;16:15;108260,00;108290,00;108260,00;108290,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;16:16;108310,00;108360,00;108310,00;108350,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;16:17;108320,00;108320,00;108260,00;108280,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;16:18;108240,00;108260,00;108230,00;108230,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;16:19;108260,00;108260,00;108260,00;108260,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;16:21;108260,00;108290,00;108260,00;108290,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;16:22;108340,00;108340,00;108190,00;108190,00;15;;;
SPFB.RTS-12.18;1;14.09.2018;16:23;108250,00;108270,00;108040,00;108040,00;81;;;
SPFB.RTS-12.18;1;14.09.2018;16:24;108060,00;108120,00;108040,00;108090,00;13;;;
SPFB.RTS-12.18;1;14.09.2018;16:25;108130,00;108180,00;108130,00;108170,00;31;;;
SPFB.RTS-12.18;1;14.09.2018;16:26;108140,00;108140,00;108050,00;108050,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;16:27;108070,00;108070,00;108060,00;108060,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;16:28;108060,00;108060,00;108050,00;108050,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;16:29;108100,00;108100,00;108080,00;108080,00;41;;;
SPFB.RTS-12.18;1;14.09.2018;16:30;108140,00;108150,00;108140,00;108150,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;16:31;108180,00;108180,00;108120,00;108120,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;16:32;108130,00;108250,00;108130,00;108220,00;82;;;
SPFB.RTS-12.18;1;14.09.2018;16:33;108220,00;108220,00;108170,00;108170,00;83;;;
SPFB.RTS-12.18;1;14.09.2018;16:34;108180,00;108180,00;108180,00;108180,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;16:35;108240,00;108260,00;108200,00;108260,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;16:36;108270,00;108290,00;108270,00;108290,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;16:37;108350,00;108410,00;108350,00;108390,00;23;;;
SPFB.RTS-12.18;1;14.09.2018;16:38;108400,00;108490,00;108400,00;108470,00;144;;;
SPFB.RTS-12.18;1;14.09.2018;16:39;108490,00;108500,00;108420,00;108450,00;103;;;
SPFB.RTS-12.18;1;14.09.2018;16:40;108470,00;108500,00;108470,00;108500,00;22;;;
SPFB.RTS-12.18;1;14.09.2018;16:41;108500,00;108590,00;108500,00;108570,00;48;;;
SPFB.RTS-12.18;1;14.09.2018;16:42;108570,00;108590,00;108530,00;108530,00;54;;;
SPFB.RTS-12.18;1;14.09.2018;16:43;108520,00;108530,00;108510,00;108530,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;16:44;108540,00;108580,00;108530,00;108580,00;27;;;
SPFB.RTS-12.18;1;14.09.2018;16:45;108550,00;108550,00;108520,00;108520,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;16:46;108520,00;108530,00;108510,00;108520,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;16:47;108520,00;108520,00;108460,00;108510,00;68;;;
SPFB.RTS-12.18;1;14.09.2018;16:48;108500,00;108510,00;108500,00;108500,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;16:49;108490,00;108490,00;108460,00;108460,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;16:50;108430,00;108440,00;108400,00;108400,00;24;;;
SPFB.RTS-12.18;1;14.09.2018;16:51;108380,00;108390,00;108320,00;108340,00;65;;;
SPFB.RTS-12.18;1;14.09.2018;16:52;108360,00;108360,00;108360,00;108360,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;16:53;108330,00;108330,00;108270,00;108290,00;45;;;
SPFB.RTS-12.18;1;14.09.2018;16:54;108310,00;108350,00;108310,00;108350,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;16:55;108320,00;108320,00;108290,00;108290,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;16:56;108300,00;108330,00;108300,00;108330,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;16:57;108330,00;108330,00;108300,00;108330,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;16:58;108300,00;108310,00;108250,00;108250,00;100;;;
SPFB.RTS-12.18;1;14.09.2018;16:59;108250,00;108270,00;108240,00;108240,00;13;;;
SPFB.RTS-12.18;1;14.09.2018;17:00;108250,00;108250,00;108210,00;108210,00;15;;;
SPFB.RTS-12.18;1;14.09.2018;17:01;108250,00;108260,00;108200,00;108200,00;45;;;
SPFB.RTS-12.18;1;14.09.2018;17:02;108200,00;108200,00;108200,00;108200,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;17:03;108210,00;108210,00;108210,00;108210,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:04;108200,00;108200,00;108160,00;108180,00;15;;;
SPFB.RTS-12.18;1;14.09.2018;17:05;108200,00;108200,00;108170,00;108170,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;17:06;108190,00;108200,00;108150,00;108150,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;17:07;108180,00;108210,00;108160,00;108200,00;58;;;
SPFB.RTS-12.18;1;14.09.2018;17:08;108200,00;108200,00;108140,00;108140,00;78;;;
SPFB.RTS-12.18;1;14.09.2018;17:09;108120,00;108120,00;108080,00;108100,00;88;;;
SPFB.RTS-12.18;1;14.09.2018;17:10;108150,00;108160,00;108120,00;108120,00;23;;;
SPFB.RTS-12.18;1;14.09.2018;17:12;108160,00;108210,00;108160,00;108210,00;23;;;
SPFB.RTS-12.18;1;14.09.2018;17:13;108180,00;108180,00;108120,00;108120,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;17:14;108140,00;108180,00;108070,00;108070,00;42;;;
SPFB.RTS-12.18;1;14.09.2018;17:15;108060,00;108090,00;108050,00;108060,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;17:16;108100,00;108110,00;108100,00;108100,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;17:17;108080,00;108080,00;108060,00;108080,00;21;;;
SPFB.RTS-12.18;1;14.09.2018;17:18;108100,00;108120,00;108100,00;108120,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;17:19;108120,00;108120,00;108110,00;108110,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;17:20;108130,00;108150,00;108120,00;108120,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;17:21;108100,00;108100,00;108100,00;108100,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:24;108150,00;108180,00;108130,00;108130,00;24;;;
SPFB.RTS-12.18;1;14.09.2018;17:25;108130,00;108140,00;108090,00;108100,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;17:29;108130,00;108140,00;108130,00;108140,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;17:30;108110,00;108120,00;108110,00;108120,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:31;108130,00;108130,00;108100,00;108100,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;17:32;108170,00;108190,00;108150,00;108150,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;17:33;108170,00;108210,00;108130,00;108160,00;39;;;
SPFB.RTS-12.18;1;14.09.2018;17:34;108130,00;108130,00;108080,00;108080,00;12;;;
SPFB.RTS-12.18;1;14.09.2018;17:35;108070,00;108070,00;108070,00;108070,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;17:37;108140,00;108150,00;108140,00;108150,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;17:40;108110,00;108110,00;108110,00;108110,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;17:41;108100,00;108100,00;108100,00;108100,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;17:42;108050,00;108080,00;108050,00;108060,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;17:43;108100,00;108130,00;108100,00;108120,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;17:44;108150,00;108150,00;108140,00;108140,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;17:45;108160,00;108160,00;108160,00;108160,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:46;108130,00;108130,00;108130,00;108130,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;17:47;108100,00;108130,00;108100,00;108130,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:49;108130,00;108130,00;108130,00;108130,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;17:50;108190,00;108190,00;108190,00;108190,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:51;108170,00;108170,00;108160,00;108160,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;17:52;108190,00;108230,00;108190,00;108230,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;17:53;108210,00;108220,00;108170,00;108170,00;28;;;
SPFB.RTS-12.18;1;14.09.2018;17:54;108130,00;108130,00;108120,00;108120,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;17:55;108150,00;108150,00;108150,00;108150,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;17:56;108140,00;108140,00;108110,00;108110,00;12;;;
SPFB.RTS-12.18;1;14.09.2018;17:57;108140,00;108140,00;108140,00;108140,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:02;108100,00;108100,00;108100,00;108100,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;18:04;108130,00;108200,00;108130,00;108200,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;18:05;108240,00;108250,00;108200,00;108200,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;18:07;108260,00;108350,00;108260,00;108300,00;73;;;
SPFB.RTS-12.18;1;14.09.2018;18:08;108280,00;108310,00;108280,00;108300,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;18:09;108280,00;108320,00;108280,00;108310,00;21;;;
SPFB.RTS-12.18;1;14.09.2018;18:11;108310,00;108330,00;108310,00;108330,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;18:12;108340,00;108380,00;108320,00;108340,00;42;;;
SPFB.RTS-12.18;1;14.09.2018;18:13;108350,00;108350,00;108310,00;108310,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;18:14;108310,00;108310,00;108310,00;108310,00;118;;;
SPFB.RTS-12.18;1;14.09.2018;18:15;108290,00;108320,00;108290,00;108300,00;57;;;
SPFB.RTS-12.18;1;14.09.2018;18:16;108320,00;108320,00;108320,00;108320,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;18:17;108310,00;108310,00;108310,00;108310,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:18;108300,00;108300,00;108300,00;108300,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:19;108300,00;108320,00;108270,00;108270,00;112;;;
SPFB.RTS-12.18;1;14.09.2018;18:20;108310,00;108340,00;108310,00;108340,00;21;;;
SPFB.RTS-12.18;1;14.09.2018;18:21;108360,00;108370,00;108360,00;108370,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;18:22;108380,00;108390,00;108360,00;108390,00;31;;;
SPFB.RTS-12.18;1;14.09.2018;18:23;108400,00;108400,00;108400,00;108400,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;18:24;108330,00;108330,00;108290,00;108290,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;18:25;108290,00;108320,00;108290,00;108320,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;18:26;108350,00;108370,00;108350,00;108370,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;18:27;108370,00;108370,00;108370,00;108370,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:29;108350,00;108350,00;108350,00;108350,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;18:32;108370,00;108370,00;108370,00;108370,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:33;108360,00;108460,00;108360,00;108440,00;170;;;
SPFB.RTS-12.18;1;14.09.2018;18:34;108460,00;108470,00;108460,00;108470,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;18:35;108480,00;108520,00;108450,00;108520,00;82;;;
SPFB.RTS-12.18;1;14.09.2018;18:36;108490,00;108500,00;108450,00;108480,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;18:37;108460,00;108470,00;108450,00;108460,00;25;;;
SPFB.RTS-12.18;1;14.09.2018;18:38;108490,00;108630,00;108490,00;108580,00;217;;;
SPFB.RTS-12.18;1;14.09.2018;18:39;108580,00;108610,00;108580,00;108610,00;13;;;
SPFB.RTS-12.18;1;14.09.2018;18:40;108590,00;108610,00;108580,00;108580,00;31;;;
SPFB.RTS-12.18;1;14.09.2018;18:41;108500,00;108500,00;108500,00;108500,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;18:42;108510,00;108520,00;108490,00;108520,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;18:43;108530,00;108530,00;108520,00;108520,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;18:44;108490,00;108530,00;108480,00;108530,00;18;;;
SPFB.RTS-12.18;1;14.09.2018;18:45;108600,00;108600,00;108540,00;108580,00;17;;;
SPFB.RTS-12.18;1;14.09.2018;19:01;108570,00;108620,00;108320,00;108320,00;39;;;
SPFB.RTS-12.18;1;14.09.2018;19:02;108250,00;108260,00;107800,00;107880,00;149;;;
SPFB.RTS-12.18;1;14.09.2018;19:03;107960,00;108020,00;107930,00;108000,00;7;;;
SPFB.RTS-12.18;1;14.09.2018;19:04;107970,00;107990,00;107910,00;107950,00;42;;;
SPFB.RTS-12.18;1;14.09.2018;19:05;107920,00;108000,00;107910,00;107920,00;59;;;
SPFB.RTS-12.18;1;14.09.2018;19:06;107920,00;107950,00;107920,00;107920,00;72;;;
SPFB.RTS-12.18;1;14.09.2018;19:07;107920,00;107920,00;107850,00;107850,00;152;;;
SPFB.RTS-12.18;1;14.09.2018;19:08;107850,00;107920,00;107810,00;107880,00;28;;;
SPFB.RTS-12.18;1;14.09.2018;19:09;107850,00;107930,00;107850,00;107930,00;16;;;
SPFB.RTS-12.18;1;14.09.2018;19:10;107950,00;108050,00;107950,00;108050,00;33;;;
SPFB.RTS-12.18;1;14.09.2018;19:11;108060,00;108160,00;108060,00;108110,00;54;;;
SPFB.RTS-12.18;1;14.09.2018;19:12;108120,00;108160,00;108090,00;108150,00;71;;;
SPFB.RTS-12.18;1;14.09.2018;19:13;108120,00;108170,00;108100,00;108170,00;15;;;
SPFB.RTS-12.18;1;14.09.2018;19:14;108120,00;108120,00;108120,00;108120,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:15;108100,00;108100,00;108080,00;108080,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;19:17;108160,00;108160,00;108160,00;108160,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:18;108160,00;108160,00;108160,00;108160,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:19;108070,00;108070,00;108070,00;108070,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:20;108070,00;108070,00;108070,00;108070,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;19:22;108070,00;108070,00;108050,00;108060,00;48;;;
SPFB.RTS-12.18;1;14.09.2018;19:23;108020,00;108020,00;107890,00;107890,00;45;;;
SPFB.RTS-12.18;1;14.09.2018;19:24;107860,00;107890,00;107850,00;107850,00;35;;;
SPFB.RTS-12.18;1;14.09.2018;19:25;107830,00;107830,00;107780,00;107780,00;20;;;
SPFB.RTS-12.18;1;14.09.2018;19:26;107770,00;107770,00;107720,00;107720,00;22;;;
SPFB.RTS-12.18;1;14.09.2018;19:27;107710,00;107790,00;107710,00;107790,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;19:28;107790,00;107790,00;107730,00;107730,00;33;;;
SPFB.RTS-12.18;1;14.09.2018;19:29;107730,00;107730,00;107730,00;107730,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;19:30;107870,00;107870,00;107850,00;107850,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;19:31;107800,00;107800,00;107800,00;107800,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:32;107880,00;107910,00;107880,00;107910,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;19:33;107920,00;107960,00;107910,00;107910,00;11;;;
SPFB.RTS-12.18;1;14.09.2018;19:34;107900,00;107900,00;107860,00;107870,00;9;;;
SPFB.RTS-12.18;1;14.09.2018;19:38;107920,00;107920,00;107900,00;107910,00;8;;;
SPFB.RTS-12.18;1;14.09.2018;19:39;107890,00;107890,00;107890,00;107890,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:40;107900,00;107900,00;107900,00;107900,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;19:43;107920,00;107920,00;107860,00;107860,00;59;;;
SPFB.RTS-12.18;1;14.09.2018;19:44;107890,00;107890,00;107890,00;107890,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:46;107920,00;107920,00;107920,00;107920,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;19:47;107970,00;107980,00;107970,00;107980,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;19:48;107960,00;107960,00;107960,00;107960,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:49;107960,00;107960,00;107960,00;107960,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;19:50;107990,00;108040,00;107990,00;108040,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;19:52;107980,00;107980,00;107970,00;107970,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;19:53;107960,00;107960,00;107960,00;107960,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:57;107910,00;107910,00;107910,00;107910,00;3;;;
SPFB.RTS-12.18;1;14.09.2018;19:58;107970,00;107970,00;107970,00;107970,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;19:59;107950,00;107950,00;107950,00;107950,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:01;107910,00;108000,00;107880,00;107880,00;52;;;
SPFB.RTS-12.18;1;14.09.2018;20:03;107920,00;107920,00;107920,00;107920,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;20:04;107960,00;107960,00;107960,00;107960,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:05;107950,00;107950,00;107950,00;107950,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:06;108000,00;108000,00;108000,00;108000,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:08;107980,00;107980,00;107960,00;107960,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;20:09;107910,00;107910,00;107900,00;107900,00;6;;;
SPFB.RTS-12.18;1;14.09.2018;20:10;107910,00;107910,00;107910,00;107910,00;5;;;
SPFB.RTS-12.18;1;14.09.2018;20:11;107850,00;107870,00;107850,00;107870,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;20:12;107830,00;107830,00;107830,00;107830,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;20:13;107820,00;107820,00;107820,00;107820,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:15;107870,00;107870,00;107870,00;107870,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:16;107880,00;107880,00;107880,00;107880,00;1;;;
SPFB.RTS-12.18;1;14.09.2018;20:17;107930,00;107930,00;107930,00;107930,00;55;;;
SPFB.RTS-12.18;1;14.09.2018;20:18;107930,00;108020,00;107930,00;107990,00;63;;;
SPFB.RTS-12.18;1;14.09.2018;20:19;108000,00;108000,00;108000,00;108000,00;4;;;
SPFB.RTS-12.18;1;14.09.2018;20:20;108000,00;108050,00;108000,00;108050,00;106;;;
SPFB.RTS-12.18;1;14.09.2018;20:21;108050,00;108050,00;108050,00;108050,00;10;;;
SPFB.RTS-12.18;1;14.09.2018;20:22;108050,00;108050,00;108050,00;108050,00;2;;;
SPFB.RTS-12.18;1;14.09.2018;20:23;108050,00;108080,00;108050,00;108070,00;14;;;
SPFB.RTS-12.18;1;14.09.2018;20:24;108080,00;108100,00;108070,00;108070,00;46;;;
SPFB.RTS-12.18;1;14.09.2018;20:25;108070,00;108070,00;108070,00;108070,00;33;;;
SPFB.RTS-12.18;1;14.09.2018;20:26;108070,00;108100,00;108070,00;108100,00;7;;;
